PointID,PointIDtied,BirdID,Use,Sex,Age,Dispersal,County,Latitude,Longitude,Date,Year,Date5,PerchType5,DetailPerchType5,PerchH5,Water5,WaterType5,Ditch1W5,Ditch1Dbelow5,Ditch2W5,Ditch2Dbelow5,DitchWavg5,DitchDbelowAvg5,WaterBodyArea5,FloodFieldArea5,Water1D5,Water2D5,Water3D5,WaterDavg5,Crops5,CropType5,Tilled5,Burned5,OtherFeatures5,Date11,PerchType11,DetailPerchType11,PerchH11,Water11,WaterType11,Ditch1W11,Ditch1Dbelow11,Ditch2W11,Ditch2Dbelow11,DitchWavg11,DitchDbelowAvg11,WaterBodyArea11,FloodFieldArea11,Water1D11,Water2D11,Water3D11,WaterDavg11,Crops11,CropType11,Tilled11,Burned11,OtherFeatures11,Date100,Wire100,LowWire100,TallWire100,WireAvg100,WoodyPerches100,WoodyAvg100,WoodyTall100,NonnatPerches100,NonnatAvg100,NonnatTall100,TotPerches100,Ditches100,Ditch1W100,Ditch1D100,Ditch2W100,Ditch2D100,Ditch3W100,Ditch3D100,Ditch4W100,Ditch4D100,Ditch5W100,Ditch5D100,DitchWavg100,DitchDavg100,DitchWtot100,DitchDtot100,Grass1W100,Grass1H100,Grass2W100,Grass2H100,Grass3W100,Grass3H100,Grass4W100,Grass4H100,Grass5W100,Grass5H100,Grass6W100,Grass6H100,ShortGrass100,TallGrass100,GrassHdiff250,GrassWavg100,GrassHavg100,GrassWtot100,Notes100,Date250,Wire250,LowWire250,TallWire250,WireAvg250,WoodyPerches250,WoodyAvg250,WoodyTall250,NonnatPerches250,NonnatAvg250,NonnatTall250,TotalPerches250,Ditches250,Ditch1W250,Ditch1D250,Ditch2W250,Ditch2D250,Ditch3W250,Ditch3D250,Ditch4W250,Ditch4D250,Ditch5W250,Ditch5D250,DitchWavg250,DitchDavg250,DitchWtot250,DitchDtot250,Grass1W250,Grass1H250,Grass2W250,Grass2H250,Grass3W250,Grass3H250,Grass4W250,Grass4H250,Grass5W250,Grass5H250,Grass6W250,Grass6H250,ShortGrass250,TallGrass250,GrassHdiff250,GrassWavg250,GrassHavg250,GrassWtot250,Notes250,Data Questions,Corn,Cotton,Rice,Soybean,Fallow/Idle Cropland,Developed,Forested,Corn500,Cotton500,Rice500,Soy500,Fallow500,Develop500,Forest500
Tickfaw Obs 2a,Tickfaw2a,Tickfaw,1,M,ASY,0,,35.7645,-90.52087,2/17/2017,1,2/17/2017,wire,utility wire,8.6,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,none,NA,NA,NA,2/17/2017,wire,utility wire,8.6,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,cotton,0,0,harvested,,200,NA,NA,8.4,5,1.25,1.6,4,6,8.5,9,2,2.25,0.6,3,1,NA,NA,NA,NA,NA,NA,2.625,0.8,5.25,1.6,1,0.3,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,,,,1,0.3,2,,,500,NA,NA,8.4,61,6,10,8,6,8.5,69,2,2.25,0.6,3,1,NA,NA,NA,NA,NA,NA,2.625,0.8,5.25,1.6,1,0.3,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,,,,1,0.3,2,,,167400,541800,0,45900,0,30600,0,21.31403441,68.98413289,0,5.844170726,0,3.896113817,0
Tickfaw Ran 2a,Tickfaw2a,Tickfaw,0,M,ASY,0,,35.7632,-90.52171,2/17/2017,1,2/17/2017,stubble,cotton stubble,0.2,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,cotton,0,0,harvested,2/17/2017,stubble,cotton stubble,0.2,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,cotton,0,0,harvested,,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,0,0,0,,,460,NA,NA,8.4,48,6,10,8,6,8.5,56,2,2.25,0.6,3,1,NA,NA,NA,NA,NA,NA,2.625,0.8,5.25,1.6,1,0.3,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,,,,1,0.3,2,,,99000,594900,0,44100,0,44100,0,12.60507412,75.74503627,0,5.61498756,0,5.61498756,0
Tickfaw Obs 3a,Tickfaw3a,Tickfaw,1,M,ASY,0,,35.76451,-90.521,2/22/2017,1,2/22/2017,wire,utility wire,8.25,1,ditch,3,0.25,NA,NA,3,0.25,NA,NA,0.1,NA,NA,0.1,1,cotton,0,0,NA,2/22/2017,wire,utility wire,8.25,1,ditch,3,0.25,NA,NA,3,0.25,NA,NA,0.1,NA,NA,0.1,1,cotton,0,0,NA,,200,NA,NA,8.4,5,1.25,1.6,3,6,8.5,8,2,2.25,0.6,3,1,NA,NA,NA,NA,NA,NA,2.625,0.8,5.25,1.6,1,0.3,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,,,,1,0.3,2,,,500,NA,NA,8.4,61,6,10,5,8.5,2,66,2.25,0.6,3,1,NA,NA,NA,NA,NA,NA,NA,0.8,3,1.6,3,1,0.3,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,,,,1,0.3,2,,,167400,541800,0,45900,0,30600,0,21.31403441,68.98413289,0,5.844170726,0,3.896113817,0
Tickfaw Ran 3a,Tickfaw3a,Tickfaw,0,M,ASY,0,,35.76307,-90.52182,2/22/2017,1,2/22/2017,stubble,cotton stubble,0.15,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,cotton,0,0,NA,2/22/2017,stubble,cotton stubble,0.15,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,cotton,0,0,NA,,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,0,0,0,,,420,NA,NA,8.4,39,6,10,8,5,8.5,47,2,2.25,0.6,3,1,NA,NA,NA,NA,NA,NA,2.625,0.8,5.25,1.6,1,0.3,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,,,,1,0.3,2,,,99000,594900,0,44100,0,44100,0,12.60507412,75.74503627,0,5.61498756,0,5.61498756,0
Tingly Obs 1,Tingly1,Tingly,1,M,ASY,,,35.58845,-90.50201,2/9/2017,1,2/9/2017,wire,utility wire,6.5,1,ditch,1.75,0.1,NA,NA,1.75,0.1,NA,NA,0.1,NA,NA,0.1,1,cotton,0,0,harvested,2/9/2017,wire,utility wire,6.5,1,ditch,1.75,0.1,NA,NA,1.75,0.1,NA,NA,0.1,NA,NA,0.1,1,cotton,0,0,harvested,,200,NA,NA,6.65,51,5,12,3,6.65,6.65,54,2,2,0.35,12,1.25,NA,NA,NA,NA,NA,NA,7,0.8,14,1.6,12,0.2,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,7,0.2,14,,,500,NA,NA,6.65,101,5,12,5,6.65,6.65,106,2,2,0.35,12,1.25,NA,NA,NA,NA,NA,NA,7,0.8,14,1.6,12,0.2,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,7,0.2,14,,,0,653400,2700,12600,0,116100,0,0,83.19348916,0.343774749,1.60428216,0,14.78231419,0
Tingly Ran 1,Tingly1,Tingly,0,M,ASY,,,35.59204,-90.50198,2/9/2017,1,2/9/2017,wire,utility wire,6.5,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,cotton,0,0,harvested,2/9/2017,wire,utility wire,6.5,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,cotton,0,0,harvested,,200,NA,NA,6.65,51,5,12,2,6.65,6.65,53,2,2,0.35,12,1.25,NA,NA,NA,NA,NA,NA,7,0.8,14,1.6,12,0.2,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,7,0.2,14,,,500,NA,NA,6.65,101,5,12,22,4,6.65,123,2,2,0.35,12,1.25,NA,NA,NA,NA,NA,NA,7,0.8,14,1.6,12,0.2,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,7,0.2,14,,,69300,589500,0,27900,0,97200,0,8.823551881,75.05748678,0,3.552339069,0,12.37589095,0
Tingly Obs 2,Tingly2,Tingly,1,M,ASY,,,35.74844,-90.50898,2/17/2017,1,2/17/2017,wire,utility wire,5.6,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,cotton,1,0,"tilled flat, unknown crop",2/17/2017,wire,utility wire,5.6,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,cotton,1,0,"tilled flat, unknown crop",,200,NA,NA,6.75,0,0,NA,8,3.5,7,8,2,1.75,0.3,1.8,0.4,NA,NA,NA,NA,NA,NA,1.775,0.35,3.55,0.7,5,0.25,5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,,,,5,0.25,10,,,620,NA,NA,6.75,5,8,16,25,3.5,7,30,3,1.75,0.3,1.8,0.4,1.75,0.75,NA,NA,NA,NA,1.766666667,0.483333333,5.3,1.45,5,0.25,5,0.25,1,0.25,35,0.25,NA,NA,NA,NA,,,,11.5,0.25,46,,,0,653400,2700,12600,0,116100,0,0,83.19348916,0.343774749,1.60428216,0,14.78231419,0
Tingly Ran 2,Tingly2,Tingly,0,M,ASY,,,35.74873,-90.50883,2/17/2017,1,2/17/2017,wire,utility wire,5.6,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,cotton,1,0,"tilled flat, unknown crop",2/17/2017,wire,utility wire,5.6,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,cotton,1,0,"tilled flat, unknown crop",,190,NA,NA,6.75,0,0,NA,4,4,7,4,2,1.75,0.3,1.8,0.4,NA,NA,NA,NA,NA,NA,1.775,0.35,3.55,0.7,5,0.25,5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,,,,5,0.25,10,,,590,NA,NA,6.75,5,8,16,23,3.5,7,28,3,1.75,0.3,1.8,0.4,1.75,0.75,NA,NA,NA,NA,1.766666667,0.483333333,5.3,1.45,5,0.25,5,0.25,1,0.25,35,0.25,NA,NA,NA,NA,,,,11.5,0.25,46,,,69300,589500,0,27900,0,97200,0,8.823551881,75.05748678,0,3.552339069,0,12.37589095,0
Tingly Obs 3,Tingly3,Tingly,1,M,ASY,,,35.74713,-90.50908,2/22/2017,1,2/22/2017,wire,utility wire,6,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,fallow,1,0,"bare ground, fallow tilled field",2/22/2017,wire,utility wire,6,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,fallow,1,0,"bare ground, fallow tilled field",,240,NA,NA,6.75,5,8,16,14,3.5,7,19,3,1.75,0.3,1.8,0.4,1.75,0.75,NA,NA,NA,NA,1.766666667,0.483333333,5.3,1.45,5,0.25,5,0.25,1,0.25,35,0.25,NA,NA,NA,NA,,,,11.5,0.25,46,,,660,NA,NA,6.75,5,8,16,23,3.5,7,28,3,1.75,0.3,1.8,0.4,1.75,0.75,NA,NA,NA,NA,1.766666667,0.483333333,5.3,1.45,5,0.25,5,0.25,1,0.25,35,0.25,NA,NA,NA,NA,,,,11.5,0.25,46,,,0,653400,2700,12600,0,116100,0,0,83.19348916,0.343774749,1.60428216,0,14.78231419,0
Tingly Ran 3,Tingly3,Tingly,0,M,ASY,,,35.74788,-90.50906,2/22/2017,1,2/22/2017,wire,utility wire,6,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,fallow,1,0,"bare ground, fallow tilled field",2/22/2017,wire,utility wire,6,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,fallow,1,0,"bare ground, fallow tilled field",,200,NA,NA,6.75,0,0,NA,8,3.5,7,8,2,1.75,0.3,1.8,0.4,NA,NA,NA,NA,NA,NA,1.775,0.35,3.55,0.7,5,0.25,5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,,,,5,0.25,10,,,550,NA,NA,6.75,5,8,16,24,3.5,7,29,3,1.75,0.3,1.8,0.4,1.75,0.75,NA,NA,NA,NA,1.766666667,0.483333333,5.3,1.45,5,0.25,5,0.25,1,0.25,35,0.25,NA,NA,NA,NA,,,,11.5,0.25,46,,,69300,589500,0,27900,0,97200,0,8.823551881,75.05748678,0,3.552339069,0,12.37589095,0
Tony Obs 1a,Tony1a,Tony,1,M,ASY,0,Poinsett,35.69495,-90.76484,2/17/2017,1,2/17/2017,wire,wire,9,1,ditch,2.5,0.8,NA,NA,2.5,0.8,NA,NA,0.08,NA,NA,0.08,0,none,NA,NA,NA,2/17/2017,wire,wire,9,1,ditch,2.5,0.8,4.5,1.25,3.5,1.025,NA,NA,0.08,NA,NA,0.08,0,none,NA,NA,NA,,360,NA,NA,6.7,5,8,17,6,6.5,7,11,4,3,0.8,0.75,0.1,2.25,0.8,1,0.2,NA,NA,1.75,0.475,7,1.9,4,0.5,1,0.5,4,0.5,2,0.5,NA,NA,NA,NA,,,,2.75,0.5,11,,,360,NA,NA,6.7,5,8,17,6,6.5,7,11,4,0.8,0.8,0.75,0.1,2.25,0.8,1,0.2,NA,NA,1.2,0.475,4.8,1.9,4,0.5,1,0.5,4,0.5,2,0.5,NA,NA,NA,NA,,,,2.75,0.5,11,,,900,0,181800,542700,900,58500,0,0.114591583,0,23.14749974,69.09872447,0.114591583,7.448452886,0
Tony Ran 1a,Tony1a,Tony,0,M,ASY,0,Poinsett,35.69519,-90.76526,2/17/2017,1,2/17/2017,natural,grass,0.75,1,ditch,4.5,1.25,NA,NA,4.5,1.25,NA,NA,0.2,NA,NA,0.2,1,soy,1,0,NA,2/17/2017,natural,grass,0.75,1,ditch,4.5,1.25,NA,NA,4.5,1.25,NA,NA,0.2,NA,NA,0.2,1,soy,1,0,NA,,290,NA,NA,6.7,4,8,17,2,7,7,6,4,3,0.8,0.75,0.1,2.25,0.8,1,0.2,NA,NA,1.75,0.475,7,1.9,4,0.5,1,0.5,4,0.5,2,0.5,NA,NA,NA,NA,,,,2.75,0.5,11,,,360,NA,NA,6.7,5,8,17,6,6.5,7,11,4,0.8,0.8,0.75,0.1,2.25,0.8,1,0.2,NA,NA,1.2,0.475,4.8,1.9,4,0.5,1,0.5,4,0.5,2,0.5,NA,NA,NA,NA,,,,2.75,0.5,11,,,900,0,149400,567000,900,62100,0,0.114591583,0,19.02220276,72.19269721,0.114591583,7.906819218,0
Tony Obs 2a,Tony2a,Tony,1,M,ASY,0,Poinsett,35.69529,-90.76691,2/23/2017,1,2/23/2017,wire,wire,6.6,1,ditch,3,0.25,NA,NA,3,0.25,NA,NA,0.1,NA,NA,0.1,0,none,NA,NA,NA,2/23/2017,wire,wire,6.6,1,ditch,3,0.25,NA,NA,3,0.25,NA,NA,0.1,NA,NA,0.1,1,rice,1,0,NA,,200,NA,NA,6.7,4,8,17,2,7,7,6,2,3,0.8,0.75,0.1,NA,NA,NA,NA,NA,NA,1.875,0.45,3.75,0.9,4,0.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,,,,2.5,0.5,5,,,720,NA,NA,6.7,10,8,17,14,6.5,7,24,4,3,0.8,0.75,0.1,1,0.2,2.25,0.8,NA,NA,1.75,0.475,7,1.9,4,0.5,1,0.5,2,0.5,3,0.5,NA,NA,NA,NA,,,,2.5,0.5,10,,,900,0,181800,542700,900,58500,0,0.114591583,0,23.14749974,69.09872447,0.114591583,7.448452886,0
Tony Ran 2a,Tony2a,Tony,0,M,ASY,0,Poinsett,35.69472,-90.76587,2/23/2017,1,2/23/2017,natural,tree,4.5,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,none,NA,NA,NA,2/23/2017,natural,tree,4.5,0,none,NA,NA,NA,NA,0,0,NA,N,NA,NA,NA,0,0,none,NA,NA,NA,,200,NA,NA,6.7,4,8,17,2,7,7,6,3,3,0.8,0.75,0.1,2.25,0.8,NA,NA,NA,NA,2,0.566666667,6,1.7,4,0.5,1,0.5,3,0.5,NA,NA,NA,NA,NA,NA,,,,2.666666667,0.5,8,,,800,NA,NA,6.7,15,8,17,14,6.5,7,29,4,3,0.8,0.75,0.1,2.25,0.8,1,0.2,NA,NA,1.75,0.475,7,1.9,4,0.5,1,0.5,4,0.5,2,0.5,NA,NA,NA,NA,,,,2.75,0.5,11,,,900,0,149400,567000,900,62100,0,0.114591583,0,19.02220276,72.19269721,0.114591583,7.906819218,0
Usain Obs 1,Usain1,Usain,1,M,ASY,0,,35.720938,-90.786691,1/16/2017,1,1/16/2017,wire,utility wire,8,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,0,0,harvested,1/16/2017,wire,utility wire,,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,0,0,harvested,3/6/2017,200,NA,NA,7.75,3,1.5,1.75,2,8,8,5,2,5,0.5,2,0.8,NA,NA,NA,NA,NA,NA,3.5,0.65,7,1.3,5,0.25,2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,,,,3.5,0.25,7,,3/6/2017,925,NA,NA,7.75,50,5,9.25,15,8,9,65,3,5,0.5,2,0.8,12,1.75,NA,NA,NA,NA,6.333333333,1.016666667,19,3.05,5,0.25,2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,,,,3.5,0.25,7,,,59850,0,338400,354150,0,29700,1800,7.620340261,0,43.08643516,45.09178786,0,3.781522235,0.229183166
Usain Ran 1,Usain1,Usain,0,M,ASY,0,,35.720869,-90.785955,1/16/2017,1,1/16/2017,stubble,rice stubble,0.65,1,flooded field,NA,NA,NA,NA,0,0,NA,20%,0.05,NA,NA,0.05,1,rice,0,0,harvested,1/16/2017,stubble,rice stubble,0.65,1,none,NA,NA,NA,NA,0,0,NA,20%,0.05,NA,NA,0.05,1,rice,0,0,harvested,3/6/2017,150,NA,NA,7.75,51,5,9.25,3,8,9,54,3,5,0.5,2,0.8,12,1.75,NA,NA,NA,NA,6.333333333,1.016666667,19,3.05,5,0.25,2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,,,,3.5,0.25,7,,3/6/2017,875,NA,NA,7.75,101,5,9.25,14,8,9,115,3,5,0.5,2,0.8,12,1.75,NA,NA,NA,NA,6.333333333,1.016666667,19,3.05,5,0.25,2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,,,,3.5,0.25,7,,,59850,900,391950,297000,0,31500,0,7.620340261,0.114591583,49.90463434,37.81522235,0,4.0107054,0
Usain Obs 2,Usain2,Usain,1,M,ASY,0,,35.71975,-90.78618,1/23/2017,1,1/23/2017,wire,utility wire,9,1,flooded field,NA,NA,NA,NA,0,0,NA,10%,0.05,NA,NA,0.05,1,rice,0,0,harvested,1/23/2017,wire,utility wire,9,1,flooded field,NA,NA,NA,NA,0,0,NA,10%,0.05,NA,NA,0.05,1,rice,0,0,harvested,3/6/2017,190,NA,NA,7.5,51,5,9.25,10,5,9,61,3,9,1.5,1.25,0.5,12,1.75,NA,NA,NA,NA,7.416666667,1.25,22.25,3.75,4,0.2,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,2.5,0.2,5,,3/6/2017,990,NA,NA,7.5,101,5,9.25,16,5,9,117,3,9,1.5,1.25,0.5,12,1.75,NA,NA,NA,NA,7.416666667,1.25,22.25,3.75,4,0.2,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,2.5,0.2,5,,,59850,0,338400,354150,0,29700,1800,7.620340261,0,43.08643516,45.09178786,0,3.781522235,0.229183166
Usain Ran 2,Usain2,Usain,0,M,ASY,0,,35.72123,-90.78808,1/23/2017,1,1/23/2017,stubble,stubble,0.05,1,flooded field,NA,NA,NA,NA,0,0,NA,40%,0.1,NA,NA,0.1,1,rice,0,0,harvested,1/23/2017,stubble,stubble,0.05,1,flooded field,NA,NA,NA,NA,0,0,NA,40%,0.1,NA,NA,0.1,1,rice,0,0,harvested,3/6/2017,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,0,0,0,,3/6/2017,830,NA,NA,7.5,30,5,9.25,10,5,9,40,3,9,1.5,1.25,0.5,12,1.75,NA,NA,NA,NA,7.416666667,1.25,22.25,3.75,4,0.2,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,2.5,0.2,5,,,59850,900,391950,297000,0,31500,0,7.620340261,0.114591583,49.90463434,37.81522235,0,4.0107054,0
Usain Obs 3,Usain3,Usain,1,M,ASY,0,,35.71971,-90.78316,1/28/2017,1,1/28/2017,natural,tree,2,1,ditch,1.5,0.5,NA,NA,1.5,0.5,NA,NA,0.2,NA,NA,0.2,0,none,NA,NA,NA,1/28/2017,natural,tree,2,1,ditch,1.5,0.5,NA,NA,1.5,0.5,NA,10,0.2,0.1,NA,0.15,1,rice,1,0,NA,3/6/2017,200,NA,NA,6,51,5,9.25,2,6,6,53,2,0.5,1.5,12,1.75,NA,NA,NA,NA,NA,NA,6.25,1.625,12.5,3.25,2.75,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,2.75,0.2,2.75,,3/6/2017,500,NA,NA,6,101,5,9.25,6,6,6,107,2,0.5,1.5,12,1.75,NA,NA,NA,NA,NA,NA,6.25,1.625,12.5,3.25,2.75,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,2.75,0.2,2.75,,,59850,0,338400,354150,0,29700,1800,7.620340261,0,43.08643516,45.09178786,0,3.781522235,0.229183166
Usain Ran 3,Usain3,Usain,0,M,ASY,0,,35.71761,-90.78182,1/28/2017,1,1/28/2017,stubble,rice stubble,0.5,1,flooded field,NA,NA,NA,NA,0,0,NA,78,0.1,NA,NA,0.1,1,rice,0,0,NA,1/28/2017,stubble,rice stubble,0.5,1,flooded field,NA,NA,NA,NA,0,0,NA,400,0.1,NA,NA,0.1,1,rice,0,0,NA,3/6/2017,0,NA,NA,0,0,0,NA,0,0,NA,0,1,0.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.5,0.5,1.5,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,1,0.25,1,,3/6/2017,55,NA,NA,6,1,2.25,2.25,1,6,6,2,1,0.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.5,0.5,1.5,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,1,0.25,1,,,59850,900,391950,297000,0,31500,0,7.620340261,0.114591583,49.90463434,37.81522235,0,4.0107054,0
Usain Obs 4,Usain4,Usain,1,M,ASY,0,,35.71971,-90.79179,2/3/2017,1,2/3/2017,wire,utility wire,8,1,ditch,2,0.05,NA,NA,2,0.05,NA,NA,0.25,NA,NA,0.25,1,rice,1,0,harvested,2/3/2017,wire,utility wire,8,1,ditch,2,0.05,NA,NA,2,0.05,NA,NA,0.25,NA,NA,0.25,1,rice,1,0,harvested,3/6/2017,200,NA,NA,6,0,0,NA,3,6,6,3,2,3,0.3,2,0.25,NA,NA,NA,NA,NA,NA,2.5,0.275,5,0.55,2,0.25,1.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,1.75,0.225,3.5,,3/6/2017,500,NA,NA,6.25,0,0,NA,9,6.25,7,9,2,3,0.3,2,0.25,NA,NA,NA,NA,NA,NA,2.5,0.275,5,0.55,2,0.25,1.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,1.75,0.225,3.5,,,59850,0,338400,354150,0,29700,1800,7.620340261,0,43.08643516,45.09178786,0,3.781522235,0.229183166
Usain Ran 4,Usain4,Usain,0,M,ASY,0,,35.71925,-90.79225,2/3/2017,1,2/3/2017,stubble,rice stubble,0.05,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,1,0,harvested,2/3/2017,stubble,rice stubble,0.05,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,1,0,harvested,3/6/2017,190,NA,NA,6,0,0,NA,3,6,6,3,2,3,0.3,2,0.25,NA,NA,NA,NA,NA,NA,2.5,0.275,5,0.55,2,0.25,1.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,1.75,0.225,3.5,,3/6/2017,49,NA,NA,6.25,0,0,NA,10,6.25,7,10,2,3,0.3,2,0.25,NA,NA,NA,NA,NA,NA,2.5,0.275,5,0.55,2,0.25,1.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,1.75,0.225,3.5,,,59850,900,391950,297000,0,31500,0,7.620340261,0.114591583,49.90463434,37.81522235,0,4.0107054,0
Usain Obs 5,Usain5,Usain,1,M,ASY,0,,35.7197,-90.78674,2/10/2017,1,2/10/2017,wire,guy wire,2,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,0,0,"harvested, rolled",2/10/2017,wire,guy wire,2,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,0,0,"harvested, rolled",3/6/2017,400,NA,NA,7.5,51,5,9.25,9,5,9,60,3,9,1.5,1.25,0.5,12,1.75,NA,NA,NA,NA,7.416666667,1.25,22.25,3.75,4,0.2,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,2.5,0.2,5,,3/6/2017,1000,NA,NA,7.5,101,5,9.25,15,5,9,116,3,9,1.5,1.25,0.5,12,1.75,NA,NA,NA,NA,7.416666667,1.25,22.25,3.75,4,0.2,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,2.5,0.2,5,,,59850,0,338400,354150,0,29700,1800,7.620340261,0,43.08643516,45.09178786,0,3.781522235,0.229183166
Usain Ran 5,Usain5,Usain,0,M,ASY,0,,35.71876,-90.7868,2/10/2017,1,2/10/2017,wire,guy wire,3,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,0,0,"harvested, rolled",2/10/2017,wire,guy wire,3,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,0,0,"harvested, rolled",3/6/2017,200,NA,NA,7.5,0,0,NA,4,6,9,4,2,9,1.5,1.25,0.5,NA,NA,NA,NA,NA,NA,5.125,1,10.25,2,4,0.5,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,2.5,0.35,5,,3/6/2017,960,NA,NA,7.5,101,5,9.25,14,6,9,115,3,9,1.5,1.25,0.5,12,1.75,NA,NA,NA,NA,7.416666667,1.25,22.25,3.75,4,0.5,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,2.5,0.35,5,,,59850,900,391950,297000,0,31500,0,7.620340261,0.114591583,49.90463434,37.81522235,0,4.0107054,0
Usain Obs 6,Usain6,Usain,1,M,ASY,0,,35.71984,-90.78102,2/16/2017,1,2/16/2017,wire,utility wire,6,1,flooded field,NA,NA,NA,NA,0,0,NA,0.5,0.02,NA,NA,0.02,1,rice,1,0,semi-tilled,2/16/2017,wire,utility wire,6,1,flooded field,NA,NA,NA,NA,0,0,NA,40,0.03,NA,NA,0.03,1,rice,1,0,semi-tilled,3/6/2017,200,NA,NA,6,51,5,9.25,2,6,6,53,1,12,1.75,NA,NA,NA,NA,NA,NA,NA,NA,12,1.75,12,1.75,2.25,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,2.25,0.2,2.25,,3/6/2017,500,NA,NA,6,101,5,9.25,8,6,6,109,1,12,1.75,NA,NA,NA,NA,NA,NA,NA,NA,12,1.75,12,1.75,2.25,0.2,2.25,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,,2.25,0.2,4.5,,,59850,0,338400,354150,0,29700,1800,7.620340261,0,43.08643516,45.09178786,0,3.781522235,0.229183166
